method_id,phase,phase_bg,primary_component,title,original_text,template_text,Z1,Z2,Z3,Z4,Z5,Z6,OSI,SSI,default_duration_min,zone_distribution,min_readiness,max_percent_tref,tags,phase_reason,source_month,microcycle,microcycle_type,day_raw
m_165,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,"Преди обяд: 1. КТ Ски - 15 мин заграявка - 7-8 х 2 км зона 3 (лактат 3-3.5) 1:30 мин леко каране, като последната първите 4 отсечки с пушка. - 10 мин разпускане След обед: Крост - 0:40-1 ч 1 зона","Преди обяд: 1. КТ Ски - {мин} мин заграявка - 7-{повторения}×{дължина} км зона 3 (лактат 3-3.5) {време}мин леко каране, като последната първите 4 отсечки с пушка. - {мин} мин разпускане След обед: Крост - {време}-{часове} ч 1 зона",90.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,170.0,"{""Z1"": 90.0, ""Z2"": 30.0, ""Z3"": 50.0}",90,0.55,"крос,ски,лактат",темпова/специална издръжливост,Ноември,МИКРОЦИКЪЛ 29,ТИП НА МИКРОЦИКЪЛА: Развиващ,ЧЕТВЪРТЪК 13.11
m_169,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,Преди обяд: 1. КТ Ски ...,Преди обяд: 1. КТ Ски ...,90.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,170.0,"{""Z1"": 90.0, ""Z2"": 30.0, ""Z3"": 50.0}",90,0.55,ски,темпова/специална издръжливост,Ноември,МИКРОЦИКЪЛ 30,ТИП НА МИКРОЦИКЪЛА: Развиваш,ЧЕТВЪРТЪК 13.11
m_194,middle,2/3 до старта,Z3,Темпови интервали / специална издръжливост,Преди обяд: 1. Ски ...,Преди обяд: 1. Ски ...,30.0,10.0,30.0,5.0,0.0,0.0,60.0,0.0,135.0,"{""Z1"": 30.0, ""Z2"": 10.0, ""Z3"": 30.0, ""Z4"": 5.0, ""OSI"": 60.0}",90,0.55,ски,темпова/специална издръжливост,Декември,МИКРОЦИКЪЛ 33,ТИП НА МИКРОЦИКЪЛА: Състезателен,ПОНЕДЕЛНИК 01.12
m_141,middle,2/3 до старта,Z4,Почивка / възстановителен ден,ПОЧИВКА След обяд: Церемония по случай закриването на сезона (15:00 ч),ПОЧИВКА След обяд: Церемония по случай закриването на сезона ({време}),60.0,40.0,0.0,8.0,0.0,0.0,0.0,0.0,108.0,"{""Z1"": 60.0, ""Z2"": 40.0, ""Z4"": 8.0}",90,0.55,,темпова/специална издръжливост,Октомври,МИКРОЦИКЪЛ 27,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ЧЕТВЪРТЪК 23.10
m_004,middle,2/3 до старта,Z4,Прагови интервали / висока интензивност,"1 трени: Крос 20 мин загрявка 3 по 7 мин в 3 та зона през 2:30 мин леко бягне. Бягането е свободно в границата на устойчивото темпо, резерва след тази тренировка е възможнотта да се направят още 3 отсечки със същата скорост. 2 тренировка: 15 мин загрявка + 10 по 1 мин през 1 мин леко ходеня и бягане, скоростта на бързите отсечки отговаря на интензивност малко над 3 та зона, комфортно устойчиво темпо. Резерва е равен на възможност за поддържане на тази интензивност в още 10 такива отсечки.","1 трени: Крос {мин} мин загрявка {повторения} по {дължина} мин в 3 та зона през {време}мин леко бягне. Бягането е свободно в границата на устойчивото темпо, резерва след тази тренировка е възможнотта да се направят още 3 отсечки със същата скорост. 2 тренировка: {мин} мин загрявка + {повторения} по {дължина} мин през {мин} мин леко ходеня и бягане, скоростта на бързите отсечки отговаря на интензивност малко над 3 та зона, комфортно устойчиво темпо. Резерва е равен на възможност за поддържане на тази интензивност в още 10 такива отсечки.",35.0,0.0,20.999999999999996,10.0,0.0,0.0,0.0,0.0,66.0,"{""Z1"": 35.0, ""Z3"": 21.0, ""Z4"": 10.0}",90,0.55,крос,темпова/специална издръжливост,АПРИЛ,МИКРОЦИКЪЛ 1,ТИП НА МИКРОЦИКЪЛА:,ЧЕТВЪРТЪК 01.05
m_036,middle,2/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: 1. Крос (00:30 – 00:40 ч) / класика (1:00-1:10 ч) 1-2 зона,Преди обяд: 1. Крос ({време}) / класика ({време}) 1-2 зона,550.0,180.0,36.0,9.0,0.0,0.0,50.0,0.0,825.0,"{""Z1"": 550.0, ""Z2"": 180.0, ""Z3"": 36.0, ""Z4"": 9.0, ""OSI"": 50.0}",90,0.55,крос,темпова/специална издръжливост,Юни,МИКРОЦИКЪЛ 9,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,НЕДЕЛЯ 22.06
m_079,middle,2/3 до старта,Z4,Прагови интервали / висока интензивност,"Преди обяд: 1. Ролки 1:30-1:40 ч - 30 мин загравяка; - 40-50 мин 1-2 зона, като по време на каране включете 5-8 по 1 мин в 3-4 зона. - докарване до зададеното време. След обяд: 1. Силова издръжливост /силова зала/ 30 мин/3 упражнения по 2-3 серии за горна част, 3 упражнения по 2-3 серии за средна част и 2 упражнения по 2-3 серии за долна част","Преди обяд: 1. Ролки {време} - {мин} мин загравяка; - {мин} мин 1-2 зона, като по време на каране включете 5-{повторения} по {дължина} мин в 3-4 зона. - докарване до зададеното време. След обяд: 1. Силова издръжливост /силова зала/ {мин} мин/3 упражнения по 2-3 серии за горна част, 3 упражнения по 2-3 серии за средна част и 2 упражнения по 2-3 серии за долна част",60.0,40.0,0.0,8.0,0.0,0.0,30.0,0.0,138.0,"{""Z1"": 60.0, ""Z2"": 40.0, ""Z4"": 8.0, ""OSI"": 30.0}",90,0.55,"ролки,силова",темпова/специална издръжливост,Август,МИКРОЦИКЪЛ 18,ТИП НА МИКРОЦИКЪЛА: Състезателен,ВТОРНИК 19.08
m_087,middle,2/3 до старта,Z4,Прагови интервали / висока интензивност,"Преди обяд: 1. Ролки 1:30-1:40 ч - 30 мин загравяка; - 40-50 мин 1-2 зона, като по време на каране включете 6-8 по 1 мин в 3-4 зона. - докарване до зададеното време.","Преди обяд: 1. Ролки {време} - {мин} мин загравяка; - {мин} мин 1-2 зона, като по време на каране включете 6-{повторения} по {дължина} мин в 3-4 зона. - докарване до зададеното време.",60.0,40.0,0.0,8.0,0.0,0.0,0.0,0.0,108.0,"{""Z1"": 60.0, ""Z2"": 40.0, ""Z4"": 8.0}",90,0.55,ролки,темпова/специална издръжливост,Август,МИКРОЦИКЪЛ 19,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ЧЕТВЪРТЪК 28.08
m_090,middle,2/3 до старта,Z4,Прагови интервали / висока интензивност,"Преди обяд: 1. Крос/класика 1:00/1:30 ч. След обяд: 1. КТ Ролки; - 15 мин загрявка; - 4 по 300 м със стрелба 3 зона. - 8 по 1.4/2.0 км ролбан 3 зона (до 3-3.5 лактат), без пушки. - 10-15 мин стречинг","Преди обяд: 1. Крос/класика {време}/{време}. След обяд: 1. КТ Ролки; - {мин} мин загрявка; - {повторения} по {дължина} м със стрелба 3 зона. - 8 по 1.4/2.0 км ролбан 3 зона (до 3-3.5 лактат), без пушки. - {мин} мин стречинг",630.0,140.0,96.0,8.0,0.0,0.0,50.0,0.0,924.0,"{""Z1"": 630.0, ""Z2"": 140.0, ""Z3"": 96.0, ""Z4"": 8.0, ""OSI"": 50.0}",90,0.55,"ролки,крос,лактат",темпова/специална издръжливост,Август,МИКРОЦИКЪЛ 19,ТИП НА МИКРОЦИКЪЛА: Възстановителен,НЕДЕЛЯ 31.08
m_144,middle,2/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: 1. Ролки - класика: 1:30-1:40 ч 1-2 зона,Преди обяд: 1. Ролки - класика: {време} 1-2 зона,515.0,285.0,56.0,8.0,3.0,0.0,160.0,0.0,1027.0,"{""Z1"": 515.0, ""Z2"": 285.0, ""Z3"": 56.0, ""Z4"": 8.0, ""Z5"": 3.0, ""OSI"": 160.0}",90,0.55,ролки,темпова/специална издръжливост,Октомври,МИКРОЦИКЪЛ 27,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,НЕДЕЛЯ 26.10
m_081,late,3/3 до старта,Z1,Нискоинтензивна аеробна работа,"Преди обяд: Предстартов модел: - Загрявка 15 мин; - 3 серии по 2 (2.5) км 1-2 зона, като споследния наклон до спускането - 4 зона (стрелба легнал) + 1 обиколка на стадиона - 4 зона (стрелба прав). - 10 мин разпускане","Преди обяд: Предстартов модел: - Загрявка {мин} мин; - 3 серии по 2 (2.5) км 1-2 зона, като споследния наклон до спускането - 4 зона (стрелба легнал) + 1 обиколка на стадиона - 4 зона (стрелба прав). - {мин} мин разпускане",50.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,58.0,"{""Z1"": 50.0, ""Z4"": 4.0, ""Z5"": 4.0}",60,0.65,стадион,висока интензивност/скорост/моделна работа,Август,МИКРОЦИКЪЛ 18,ТИП НА МИКРОЦИКЪЛА: Състезателен,ЧЕТВЪРТЪК 21.08
m_181,late,3/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Предстартов м...,Преди обяд: Предстартов м...,70.0,20.0,5.0,5.0,4.0,0.0,0.0,0.0,104.0,"{""Z1"": 70.0, ""Z2"": 20.0, ""Z3"": 5.0, ""Z4"": 5.0, ""Z5"": 4.0}",60,0.65,,висока интензивност/скорост/моделна работа,Ноември,МИКРОЦИКЪЛ 31,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ВТОРНИК 18.11
m_196,late,3/3 до старта,Z1,Нискоинтензивна аеробна работа,Преди обяд: Предстарт...,Преди обяд: Предстарт...,40.0,20.0,5.0,5.0,4.0,0.0,0.0,0.0,74.0,"{""Z1"": 40.0, ""Z2"": 20.0, ""Z3"": 5.0, ""Z4"": 5.0, ""Z5"": 4.0}",60,0.65,,висока интензивност/скорост/моделна работа,Декември,МИКРОЦИКЪЛ 33,ТИП НА МИКРОЦИКЪЛА: Състезателен,СРЯДА 03.12
m_017,late,3/3 до старта,Z2,Основна аеробна работа,"1 тренировка: 1:30 ч колело 1-2 зона. Целта на тренировката е развитие на аеробна осново. По време на тренировката след първите 20 мин се включват 5-6 по 20 сек мощно, но контролирано педалиране.","1 тренировка: {време} колело 1-2 зона. Целта на тренировката е развитие на аеробна осново. По време на тренировката след първите {мин} мин се включват 5-{повторения} по {дължина} сек мощно, но контролирано педалиране.",30.0,70.0,0.0,2.0,0.0,0.0,0.0,0.0,102.0,"{""Z1"": 30.0, ""Z2"": 70.0, ""Z4"": 2.0}",80,0.65,колело,висока интензивност/скорост/моделна работа,АПРИЛ,МИКРОЦИКЪЛ 4,ТИП НА МИКРОЦИКЪЛА:,СРЯДА
m_026,late,3/3 до старта,Z3,Темпови интервали / специална издръжливост,"Преди обяд: Ролки (1:30-1:40ч) - Загрявка: 40 мин - 3 х 15 сек ускорения - Основна част: 4-5 х 6 мин в зона 3(общо 24-30 мин) през леко каране (връщане до старта) зона 1, - 10 мин разпускане След обяд: 1. Стрелба от спокойно положение (техника) 1ч 2. Ролки (класика) 1:20-1:30ч в 1ва зона","Преди обяд: Ролки ({време}) - Загрявка: {мин} мин - {повторения}×{дължина} сек ускорения - Основна част: 4-{повторения}×{дължина} мин в зона 3(общо {мин} мин) през леко каране (връщане до старта) зона 1, - {мин} мин разпускане След обяд: 1. Стрелба от спокойно положение (техника) {часове} ч 2. Ролки (класика) {време} в 1ва зона",150.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,181.0,"{""Z1"": 150.0, ""Z3"": 30.0, ""Z4"": 1.0}",90,0.65,ролки,висока интензивност/скорост/моделна работа,Май,МИКРОЦИКЪЛ 5,ТИП НА МИКРОЦИКЪЛА:,ПЕТЪК 06.06
m_136,late,3/3 до старта,Z4,Почивка / възстановителен ден,Преди обяд: 1. Крос 1:45-2:00 ч 1-2 зона + тренажор 8 по 3 минпрез 1 мин почивка,Преди обяд: 1. Крос {време} 1-2 зона + тренажор 8 по 3 минпрез {мин} мин почивка,830.0,219.99999999999997,56.0,31.999999999999996,0.0,0.0,110.00000000000001,50.0,1298.0,"{""Z1"": 830.0, ""Z2"": 220.0, ""Z3"": 56.0, ""Z4"": 32.0, ""OSI"": 110.0, ""SSI"": 50.0}",90,0.65,"крос,тренажор",висока интензивност/скорост/моделна работа,Септемрви,МИКРОЦИКЪЛ 24,ТИП НА МИКРОЦИКЪЛА: Развиващ,НЕДЕЛЯ 05.10
m_038,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,"След обед: Ролки (1:20-30 ч), 30 мин загрявка + 10-12 х 2 мин зона 4 (лактат до 4)/ 1:30 мин зона 1 - 10 мин разпускане","След обед: Ролки ({време}-{часове} ч), {мин} мин загрявка + 10-{повторения}×{дължина} мин зона 4 (лактат до 4)/ {време}мин зона {мин} мин разпускане",65.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,89.0,"{""Z1"": 65.0, ""Z4"": 24.0}",90,0.65,"ролки,лактат",висока интензивност/скорост/моделна работа,Юни,МИКРОЦИКЪЛ 10,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ВТОРНИК 24.06
m_059,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: 1. Интервално бягане ...,Преди обяд: 1. Интервално бягане ...,60.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,82.0,"{""Z1"": 60.0, ""Z3"": 10.0, ""Z4"": 12.0}",90,0.65,,висока интензивност/скорост/моделна работа,Юли,МИКРОЦИКЪЛ 15,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ВТОРНИК 22.07
m_063,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Пътуване за Белмекен След обяд: Ролки 1:20-1:30 ч 1-2 зона,Пътуване за Белмекен След обяд: Ролки {време} 1-2 зона,420.0,130.0,57.99999999999999,12.0,3.0,0.0,120.0,22.0,765.0,"{""Z1"": 420.0, ""Z2"": 130.0, ""Z3"": 58.0, ""Z4"": 12.0, ""Z5"": 3.0, ""OSI"": 120.0, ""SSI"": 22.0}",90,0.65,ролки,висока интензивност/скорост/моделна работа,Юли,МИКРОЦИКЪЛ 15,ТИП НА МИКРОЦИКЪЛА: Възстановителен,НЕДЕЛЯ 27.07
m_065,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: 1. КТ Ролки; ...,Преди обяд: 1. КТ Ролки; ...,54.99999999999999,0.0,35.0,27.0,0.0,0.0,0.0,0.0,117.0,"{""Z1"": 55.0, ""Z3"": 35.0, ""Z4"": 27.0}",90,0.65,ролки,висока интензивност/скорост/моделна работа,Юли,МИКРОЦИКЪЛ 16,ТИП НА МИКРОЦИКЪЛА: Развиващ,ВТОРНИК 29.07
m_096,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: 1. Интервална тренировка на бягане (стадион) - 15 мин загрявка - 10-12 х 400 м 4 зона през 1 мин зона 1 (лактат до 4) - 10 мин разпускане,Преди обяд: 1. Интервална тренировка на бягане (стадион) - {мин} мин загрявка - 10-{повторения}×{дължина} м 4 зона през {мин} мин зона 1 (лактат до 4) - {мин} мин разпускане,40.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,52.0,"{""Z1"": 40.0, ""Z4"": 12.0}",90,0.65,"стадион,лактат",висока интензивност/скорост/моделна работа,Август,МИКРОЦИКЪЛ 19,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ПОНЕДЕЛНИК 29.09
m_098,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Пътуване за Банско,Пътуване за Банско,560.0,170.0,48.0,12.0,2.0,0.0,100.0,0.0,892.0,"{""Z1"": 560.0, ""Z2"": 170.0, ""Z3"": 48.0, ""Z4"": 12.0, ""Z5"": 2.0, ""OSI"": 100.0}",90,0.65,,висока интензивност/скорост/моделна работа,Август,МИКРОЦИКЪЛ 19,ТИП НА МИКРОЦИКЪЛА: Възстановителен,ЧЕТВЪРТЪК 02.09
m_100,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: 1. Ролки изкачване; - 15 мин загрявка; - 5-7 по 8 мин 3 зона (лактат до 3.5); - 10 мин разпускане След обяд: 1. КТ ролки (ролбан) - 15 мин загрявка - 4 х 2/2.5 км + 300 м зад стрелбището 1 мин 4 зона 45/60 сек 1 зона (лактат до 3.5) - 10 мин разпускане,Преди обяд: 1. Ролки изкачване; - {мин} мин загрявка; - 5-{повторения} по {дължина} мин 3 зона (лактат до 3.5); - {мин} мин разпускане След обяд: 1. КТ ролки (ролбан) - {мин} мин загрявка - 4 х 2/2.5 км + 300 м зад стрелбището {мин} мин 4 зона 45/{сек} сек 1 зона (лактат до 3.5) - {мин} мин разпускане,70.0,20.0,56.0,20.0,0.0,0.0,0.0,0.0,166.0,"{""Z1"": 70.0, ""Z2"": 20.0, ""Z3"": 56.0, ""Z4"": 20.0}",90,0.65,"ролки,изкачване,лактат",висока интензивност/скорост/моделна работа,Август,МИКРОЦИКЪЛ 20,ТИП НА МИКРОЦИКЪЛА: Развиващ,ВТОРНИК 02.09
m_113,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: 1. Ролки - 15 мин леко каране - 5-7 х 8 мин зона 3 (лактат 3-3.5) в изкачване през 2 мин леко каране - 10 мин разпускане След обед: 1. КТ ролбан - ССИ - 15 мин загрявка - 2 по 2.4 км ръце + 400 м смесено - 2 по 2.4 км крака + 400 м смесено - 10 мин разпускане,Преди обяд: 1. Ролки - {мин} мин леко каране - 5-{повторения}×{дължина} мин зона 3 (лактат 3-3.5) в изкачване през {мин} мин леко каране - {мин} мин разпускане След обед: 1. КТ ролбан - ССИ - {мин} мин загрявка - 2 по 2.4 км ръце + 400 м смесено - 2 по 2.4 км крака + 400 м смесено - {мин} мин разпускане,60.0,20.0,60.0,20.0,0.0,0.0,0.0,20.0,180.0,"{""Z1"": 60.0, ""Z2"": 20.0, ""Z3"": 60.0, ""Z4"": 20.0, ""SSI"": 20.0}",90,0.65,"ролки,изкачване,лактат",висока интензивност/скорост/моделна работа,Септемрви,МИКРОЦИКЪЛ 22,ТИП НА МИКРОЦИКЪЛА: Развиваш,СРЯДА 17.09
m_116,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: 1. КТ Ролки ролбан; - 15 мин загрявка; - 4 по 400 м със стрелба 3 зона. - 5-7 по 2400 м 3 зона (лактат до 3.5) След обед: 1. Интервална тренировка на бягане (стадион) - 15 мин загрявка - 10-12 х 400 м 4 зона през 1 мин зона 1 (лактат до 4) - 10 мин разпускане,Преди обяд: 1. КТ Ролки ролбан; - {мин} мин загрявка; - {повторения} по {дължина} м със стрелба 3 зона. - 5-7 по 2400 м 3 зона (лактат до 3.5) След обед: 1. Интервална тренировка на бягане (стадион) - {мин} мин загрявка - 10-{повторения}×{дължина} м 4 зона през {мин} мин зона 1 (лактат до 4) - {мин} мин разпускане,705.0,160.0,169.99999999999997,60.0,3.0,0.0,110.00000000000001,20.0,1228.0,"{""Z1"": 705.0, ""Z2"": 160.0, ""Z3"": 170.0, ""Z4"": 60.0, ""Z5"": 3.0, ""OSI"": 110.0, ""SSI"": 20.0}",90,0.65,"ролки,стадион,лактат",висока интензивност/скорост/моделна работа,Септемрви,МИКРОЦИКЪЛ 22,ТИП НА МИКРОЦИКЪЛА: Развиваш,НЕДЕЛЯ 21.09
m_123,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,След обяд: 1. КТ ролки (ролбан) - 15 мин загрявка - 4 х 2/2.5 км + 300 м зад стрелбището 1 мин 4 зона 45/60 сек 1 зона (лактат до 4) - 10 мин разпускане,След обяд: 1. КТ ролки (ролбан) - {мин} мин загрявка - 4 х 2/2.5 км + 300 м зад стрелбището {мин} мин 4 зона 45/{сек} сек 1 зона (лактат до 4) - {мин} мин разпускане,40.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,60.0,"{""Z1"": 40.0, ""Z4"": 20.0}",90,0.65,"ролки,лактат",висока интензивност/скорост/моделна работа,Септемрви,МИКРОЦИКЪЛ 22,ТИП НА МИКРОЦИКЪЛА: Развиваш,ПЕТЪК 10.10
m_147,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: 1. Интервална тренировка на бягане (стадион) - 15 мин загрявка - 10-14 х 400 м 4 зона през 1 мин зона 1 (лактат до 4) - 10 мин разпускане,Преди обяд: 1. Интервална тренировка на бягане (стадион) - {мин} мин загрявка - 10-{повторения}×{дължина} м 4 зона през {мин} мин зона 1 (лактат до 4) - {мин} мин разпускане,40.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,54.0,"{""Z1"": 40.0, ""Z4"": 14.0}",90,0.65,"стадион,лактат",висока интензивност/скорост/моделна работа,Октомври,МИКРОЦИКЪЛ 27,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ПОНЕДЕЛНИК 27.10
m_148,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: по желание лек крос След обяд: Пътуване за Австрия,Преди обяд: по желание лек крос След обяд: Пътуване за Австрия,504.99999999999994,235.0,56.0,14.0,3.0,0.0,160.0,0.0,973.0,"{""Z1"": 505.0, ""Z2"": 235.0, ""Z3"": 56.0, ""Z4"": 14.0, ""Z5"": 3.0, ""OSI"": 160.0}",90,0.65,крос,висока интензивност/скорост/моделна работа,Октомври,МИКРОЦИКЪЛ 27,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,ВТОРНИК 28.10
m_162,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: 1. КТ Ски ...,Преди обяд: 1. КТ Ски ...,90.0,0.0,50.0,12.0,0.0,0.0,0.0,0.0,152.0,"{""Z1"": 90.0, ""Z3"": 50.0, ""Z4"": 12.0}",90,0.65,ски,висока интензивност/скорост/моделна работа,Ноември,МИКРОЦИКЪЛ 29,ТИП НА МИКРОЦИКЪЛА: Развиващ,ПОНЕДЕЛНИК 10.11
m_171,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: 1. КТ Ски ...,Преди обяд: 1. КТ Ски ...,80.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0,160.0,"{""Z1"": 80.0, ""Z3"": 60.0, ""Z4"": 20.0}",90,0.65,ски,висока интензивност/скорост/моделна работа,Ноември,МИКРОЦИКЪЛ 30,ТИП НА МИКРОЦИКЪЛА: Развиваш,ПОНЕДЕЛНИК 16.02
m_174,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,"Преди обяд: 1. КТ Ски - 15 мин заграявка - 4 по 500 м вработване, ЛПЛП - 3-4 серии х (3 км стрелба леганл, 150 м стрелба прав зона 3 (лактат 3-3.5), като първите 2 обиколки се правят с пушки. - 10 мин разпускане След обед: 1. Ски - 15 мин загрявка - 30 мин 40/50 сек бързон през 30 сек бавно при целеви лактат 3.5 - 10 мин разпускане","Преди обяд: 1. КТ Ски - {мин} мин заграявка - {повторения} по {дължина} м вработване, ЛПЛП - 3-4 серии х (3 км стрелба леганл, 150 м стрелба прав зона 3 (лактат 3-3.5), като първите 2 обиколки се правят с пушки. - {мин} мин разпускане След обед: 1. Ски - {мин} мин загрявка - {мин} мин 40/{сек} сек бързон през {сек} сек бавно при целеви лактат {мин} мин разпускане",80.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0,160.0,"{""Z1"": 80.0, ""Z3"": 60.0, ""Z4"": 20.0}",90,0.65,"ски,лактат",висока интензивност/скорост/моделна работа,Ноември,МИКРОЦИКЪЛ 30,ТИП НА МИКРОЦИКЪЛА: Развиваш,ЧЕТВЪРТЪК 19.02
m_186,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: 1. КТ Ски ...,Преди обяд: 1. КТ Ски ...,90.0,0.0,45.0,16.0,0.0,0.0,0.0,0.0,151.0,"{""Z1"": 90.0, ""Z3"": 45.0, ""Z4"": 16.0}",90,0.65,ски,висока интензивност/скорост/моделна работа,Ноември,МИКРОЦИКЪЛ 32,ТИП НА МИКРОЦИКЪЛА: Развиващ,ПОНЕДЕЛНИК 24.11
m_189,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,"Преди обяд: 1. Ролки или крос; - 15 мин загрявка; - 6 по 7-8 мин 3-4 зона, като се редуват 3 зона (до 3-3.5 лактат) след което 4 зона (5-6 лактат), през 3 мин леко каране/бягане между отсечките. Ако се прави на крос: 4 отсечки по 7-8 мин. - 10-15 мин стречинг","Преди обяд: 1. Ролки или крос; - {мин} мин загрявка; - {повторения} по {дължина} мин 3-4 зона, като се редуват 3 зона (до 3-3.5 лактат) след което 4 зона (5-6 лактат), през {мин} мин леко каране/бягане между отсечките. Ако се прави на крос: 4 отсечки по {мин} мин. - {мин} мин стречинг",30.0,10.0,24.0,24.0,0.0,0.0,0.0,0.0,88.0,"{""Z1"": 30.0, ""Z2"": 10.0, ""Z3"": 24.0, ""Z4"": 24.0}",90,0.65,"ролки,крос,лактат",висока интензивност/скорост/моделна работа,Ноември,МИКРОЦИКЪЛ 32,ТИП НА МИКРОЦИКЪЛА: Развиващ,ПЕТЪК 28.11
m_191,late,3/3 до старта,Z4,Прагови интервали / висока интензивност,Преди обяд: Пътуване за Австрия След обяд: 1:20 ч. Крос/ски,Преди обяд: Пътуване за Австрия След обяд: {време}. Крос/ски,349.99999999999994,159.99999999999997,69.0,40.0,3.0,0.0,100.0,0.0,722.0,"{""Z1"": 350.0, ""Z2"": 160.0, ""Z3"": 69.0, ""Z4"": 40.0, ""Z5"": 3.0, ""OSI"": 100.0}",90,0.65,"крос,ски",висока интензивност/скорост/моделна работа,Ноември,МИКРОЦИКЪЛ 32,ТИП НА МИКРОЦИКЪЛА: Развиващ,НЕДЕЛЯ 30.11
m_042,late,3/3 до старта,Z5,VO₂max / високoинтензивни интервали,"Преди обяд: 1. Лактатен тест на ролки за определяне на 1, 2 и 3 зона (5-6 по 4 км) 2. КТ 10-12 по 600 м 1-2 зона След обед: 1. Интервална тренировка на бягане (стадион) - 15 мин загрявка - 8-12 х 400 м 4 зона през 200 м зона 1 (лактат до 4) - 10 мин разпускане","Преди обяд: 1. Лактатен тест на ролки за определяне на 1, 2 и 3 зона (5-{повторения} по {дължина} км) 2. КТ 10-{повторения} по {дължина} м 1-2 зона След обед: 1. Интервална тренировка на бягане (стадион) - {мин} мин загрявка - 8-{повторения}×{дължина} м 4 зона през 200 м зона 1 (лактат до 4) - {мин} мин разпускане",472.00000000000006,234.0,113.99999999999999,58.0,9.0,0.0,100.0,0.0,987.0,"{""Z1"": 472.0, ""Z2"": 234.0, ""Z3"": 114.0, ""Z4"": 58.0, ""Z5"": 9.0, ""OSI"": 100.0}",90,0.65,"ролки,стадион,лактат",висока интензивност/скорост/моделна работа,Юни,МИКРОЦИКЪЛ 10,ТИП НА МИКРОЦИКЪЛА: Възстановителен/поддържащ,НЕДЕЛЯ 29.06
